document_id,user_id,document_type,submission_date,verification_status,ai_confidence_score,fraud_detection_flag,processing_time_sec,comments
DOC00628,USER1630,ID Card,2024-08-24,Verified,80.03,False,4.79,Valid document
DOC00629,USER4876,Passport,2024-11-11,Manual Review,68.78,True,4.69,Issues detected
DOC00630,USER9457,Bank Statement,2024-08-19,Verified,83.71,False,4.97,Valid document
DOC00631,USER7597,Bank Statement,2024-11-24,Verified,92.49,False,3.81,Valid document
DOC00632,USER3924,Utility Bill,2024-07-17,Verified,90.45,False,4.18,Valid document
DOC00633,USER8255,Utility Bill,2024-10-30,Manual Review,51.24,True,2.71,Issues detected
DOC00634,USER5233,Bank Statement,2024-11-09,Verified,86.55,False,4.72,Valid document
DOC00635,USER4748,ID Card,2024-08-15,Manual Review,77.19,False,3.07,Issues detected
DOC00636,USER4724,Passport,2024-12-09,Verified,92.57,False,4.86,Valid document
DOC00637,USER2558,ID Card,2024-04-13,Verified,81.59,False,3.94,Valid document
DOC00638,USER1442,Bank Statement,2024-09-09,Manual Review,74.93,True,3.98,Issues detected
DOC00639,USER3904,ID Card,2024-11-29,Manual Review,65.33,False,4.09,Issues detected
DOC00640,USER8986,Utility Bill,2024-04-19,Manual Review,78.33,False,3.16,Issues detected
DOC00641,USER3042,Bank Statement,2024-08-10,Rejected,21.51,True,2.03,Issues detected
DOC00642,USER7010,Driver's License,2024-06-04,Verified,97.48,False,0.9,Valid document
DOC00643,USER9138,Passport,2024-10-25,Verified,82.15,False,4.39,Valid document
DOC00644,USER1843,Utility Bill,2024-09-14,Manual Review,67.22,False,4.27,Issues detected
DOC00645,USER5750,Driver's License,2024-09-29,Verified,84.72,False,3.35,Valid document
DOC00646,USER7515,Utility Bill,2025-01-31,Rejected,12.52,False,1.51,Issues detected
DOC00647,USER2046,Bank Statement,2024-10-20,Verified,93.87,False,4.8,Valid document
DOC00648,USER1729,Driver's License,2024-10-03,Manual Review,72.25,True,1.51,Issues detected
DOC00649,USER2788,Passport,2024-06-11,Verified,86.82,False,3.49,Valid document
DOC00650,USER9288,ID Card,2024-05-18,Manual Review,75.81,False,4.2,Issues detected
DOC00651,USER6129,ID Card,2024-05-23,Manual Review,50.6,False,1.95,Issues detected
DOC00652,USER8318,Driver's License,2025-01-20,Verified,81.36,False,2.1,Valid document
DOC00653,USER2192,Bank Statement,2024-09-05,Verified,99.23,False,0.95,Valid document
DOC00654,USER8009,Driver's License,2025-01-15,Verified,84.76,False,3.08,Valid document
DOC00655,USER3164,ID Card,2025-03-22,Manual Review,62.03,False,0.65,Issues detected
DOC00656,USER8992,Bank Statement,2024-04-09,Rejected,1.58,False,1.39,Issues detected
DOC00657,USER1227,ID Card,2024-11-20,Verified,96.91,False,4.46,Valid document
DOC00658,USER8842,Bank Statement,2024-10-19,Verified,98.96,False,4.3,Valid document
DOC00659,USER8955,Driver's License,2024-07-05,Manual Review,50.91,False,1.7,Issues detected
DOC00660,USER9020,Bank Statement,2024-11-30,Manual Review,78.19,False,3.87,Issues detected
DOC00661,USER9550,Bank Statement,2025-04-01,Rejected,1.94,False,3.97,Issues detected
DOC00662,USER5817,Driver's License,2024-10-02,Rejected,41.6,False,2.23,Issues detected
DOC00663,USER3682,Passport,2025-03-03,Verified,86.69,False,3.73,Valid document
DOC00664,USER7858,Utility Bill,2025-01-09,Verified,82.81,False,3.72,Valid document
DOC00665,USER1199,Bank Statement,2024-11-11,Rejected,23.93,True,1.17,Issues detected
DOC00666,USER9965,ID Card,2025-02-18,Verified,89.98,False,2.06,Valid document
DOC00667,USER6871,Passport,2024-07-06,Rejected,40.16,False,0.63,Issues detected
DOC00668,USER6161,Utility Bill,2024-05-20,Rejected,29.47,False,2.19,Issues detected
DOC00669,USER7958,Utility Bill,2025-01-02,Manual Review,62.84,True,1.19,Issues detected
DOC00670,USER4942,Driver's License,2025-02-22,Verified,83.61,False,0.56,Valid document
DOC00671,USER7621,Bank Statement,2024-11-03,Verified,97.38,False,4.15,Valid document
DOC00672,USER1138,Utility Bill,2024-09-05,Rejected,31.46,False,2.34,Issues detected
DOC00673,USER3971,ID Card,2025-02-14,Verified,80.88,False,2.15,Valid document
DOC00674,USER2417,Bank Statement,2024-08-26,Manual Review,55.22,True,4.48,Issues detected
DOC00675,USER5308,Passport,2024-05-08,Rejected,26.76,False,3.0,Issues detected
DOC00676,USER9372,Passport,2024-08-20,Manual Review,52.96,True,2.15,Issues detected
DOC00677,USER3841,ID Card,2024-07-18,Verified,98.61,False,2.2,Valid document
DOC00678,USER6217,Utility Bill,2024-11-30,Verified,80.54,False,2.81,Valid document
DOC00679,USER3732,Passport,2025-01-14,Manual Review,66.28,True,1.3,Issues detected
DOC00680,USER2639,Bank Statement,2024-12-23,Rejected,6.64,False,0.54,Issues detected
DOC00681,USER5179,Bank Statement,2024-07-08,Manual Review,50.3,False,4.83,Issues detected
DOC00682,USER5315,Passport,2025-03-05,Manual Review,75.33,True,3.18,Issues detected
DOC00683,USER1513,Passport,2024-10-02,Verified,85.97,False,1.87,Valid document
DOC00684,USER3458,ID Card,2024-06-06,Manual Review,79.6,False,3.11,Issues detected
DOC00685,USER7828,Passport,2025-01-20,Manual Review,51.8,False,4.8,Issues detected
DOC00686,USER3419,Passport,2024-10-19,Rejected,33.34,False,2.98,Issues detected
DOC00687,USER1374,Driver's License,2024-11-09,Verified,92.71,False,2.64,Valid document
DOC00688,USER1932,Utility Bill,2025-02-25,Manual Review,70.54,True,4.78,Issues detected
DOC00689,USER7838,Utility Bill,2025-01-03,Manual Review,60.34,False,2.14,Issues detected
DOC00690,USER2108,Bank Statement,2024-05-11,Rejected,45.18,False,3.31,Issues detected
DOC00691,USER6243,Utility Bill,2025-02-25,Manual Review,64.74,True,3.47,Issues detected
DOC00692,USER2989,ID Card,2025-02-28,Rejected,32.98,False,3.43,Issues detected
DOC00693,USER2718,Driver's License,2024-12-19,Rejected,37.64,False,2.89,Issues detected
DOC00694,USER4686,Passport,2024-09-20,Verified,95.95,False,2.05,Valid document
DOC00695,USER2342,Utility Bill,2024-11-02,Manual Review,63.24,False,2.36,Issues detected
DOC00696,USER8761,Utility Bill,2024-12-26,Rejected,32.81,True,4.97,Issues detected
DOC00697,USER9890,Driver's License,2024-10-06,Manual Review,77.43,True,4.85,Issues detected
DOC00698,USER9590,Passport,2025-02-12,Rejected,4.61,True,4.3,Issues detected
DOC00699,USER7640,Utility Bill,2025-03-14,Manual Review,78.12,True,1.6,Issues detected
DOC00700,USER7312,Passport,2025-03-10,Manual Review,68.58,True,4.49,Issues detected
DOC00701,USER2151,Bank Statement,2024-06-09,Verified,85.84,False,4.49,Valid document
DOC00702,USER4398,Bank Statement,2024-04-27,Manual Review,57.44,False,0.61,Issues detected
DOC00703,USER6694,Bank Statement,2025-03-23,Manual Review,60.27,False,2.61,Issues detected
DOC00704,USER7162,Driver's License,2024-12-30,Manual Review,66.21,True,4.59,Issues detected
DOC00705,USER2143,ID Card,2025-01-30,Verified,91.69,False,1.43,Valid document
DOC00706,USER7835,Driver's License,2024-04-23,Verified,96.91,False,4.09,Valid document
DOC00707,USER2334,Bank Statement,2024-10-01,Manual Review,52.33,False,4.71,Issues detected
DOC00708,USER9479,ID Card,2024-08-12,Verified,85.95,False,0.5,Valid document
DOC00709,USER5438,Utility Bill,2024-04-04,Rejected,43.07,False,3.74,Issues detected
DOC00710,USER4652,Bank Statement,2025-01-05,Rejected,14.53,True,4.93,Issues detected
DOC00711,USER8486,Utility Bill,2025-01-09,Rejected,31.29,True,1.34,Issues detected
DOC00712,USER4914,Utility Bill,2024-10-22,Verified,82.27,False,3.84,Valid document
DOC00713,USER7990,Bank Statement,2024-06-05,Manual Review,77.6,True,1.43,Issues detected
DOC00714,USER5031,Bank Statement,2024-07-05,Rejected,46.35,True,1.79,Issues detected
DOC00715,USER7268,Driver's License,2024-10-08,Verified,82.35,False,1.36,Valid document
DOC00716,USER6227,ID Card,2024-12-05,Verified,97.8,False,3.29,Valid document
DOC00717,USER2080,Utility Bill,2024-10-31,Rejected,15.42,True,4.58,Issues detected
DOC00718,USER1303,Bank Statement,2024-12-07,Verified,99.24,False,4.77,Valid document
DOC00719,USER6215,Bank Statement,2024-07-01,Manual Review,58.02,True,2.87,Issues detected
DOC00720,USER9324,ID Card,2024-06-04,Rejected,31.66,False,3.0,Issues detected
DOC00721,USER9374,Bank Statement,2025-01-03,Rejected,17.98,False,3.92,Issues detected
DOC00722,USER6320,Passport,2024-11-21,Rejected,3.32,True,3.8,Issues detected
DOC00723,USER8369,Utility Bill,2024-10-01,Rejected,19.66,True,4.64,Issues detected
DOC00724,USER5967,Passport,2024-07-05,Rejected,30.91,False,1.65,Issues detected
DOC00725,USER5520,ID Card,2024-11-20,Rejected,34.1,False,4.54,Issues detected
DOC00726,USER9422,Passport,2025-03-08,Manual Review,77.07,False,2.62,Issues detected
DOC00727,USER7983,ID Card,2024-12-18,Manual Review,77.54,False,2.42,Issues detected
DOC00728,USER5166,Passport,2024-10-05,Rejected,13.18,True,1.04,Issues detected
DOC00729,USER8051,Utility Bill,2024-07-11,Verified,94.15,False,2.33,Valid document
DOC00730,USER8255,Passport,2024-09-02,Rejected,0.72,True,2.38,Issues detected
DOC00731,USER3974,Passport,2024-11-29,Rejected,10.0,True,1.51,Issues detected
DOC00732,USER6826,ID Card,2025-03-28,Rejected,30.47,True,2.76,Issues detected
DOC00733,USER7513,ID Card,2024-11-15,Manual Review,71.07,False,3.5,Issues detected
DOC00734,USER9792,Bank Statement,2024-04-28,Manual Review,79.41,False,5.0,Issues detected
DOC00735,USER2733,ID Card,2024-09-16,Verified,99.42,False,2.5,Valid document
DOC00736,USER6038,Passport,2024-11-10,Verified,93.31,False,1.26,Valid document
DOC00737,USER5231,ID Card,2024-06-13,Verified,85.82,False,0.87,Valid document
DOC00738,USER5855,Passport,2025-03-16,Rejected,43.31,False,1.6,Issues detected
DOC00739,USER4776,Passport,2024-11-15,Verified,81.43,False,1.0,Valid document
DOC00740,USER8477,Passport,2024-08-12,Verified,98.07,False,2.8,Valid document
DOC00741,USER2300,Utility Bill,2024-07-31,Manual Review,61.41,True,3.91,Issues detected
DOC00742,USER9708,ID Card,2024-09-27,Rejected,35.16,True,2.25,Issues detected
DOC00743,USER4620,ID Card,2024-06-13,Rejected,43.78,True,4.07,Issues detected
DOC00744,USER6636,Utility Bill,2024-09-03,Verified,84.79,False,3.35,Valid document
DOC00745,USER6779,Bank Statement,2025-01-12,Manual Review,53.94,True,4.67,Issues detected
DOC00746,USER2623,Passport,2024-06-24,Rejected,23.66,True,4.27,Issues detected
DOC00747,USER7379,Bank Statement,2024-06-09,Verified,91.53,False,3.69,Valid document
DOC00748,USER1456,Bank Statement,2024-11-08,Verified,80.75,False,3.18,Valid document
DOC00749,USER5829,Driver's License,2024-11-25,Manual Review,73.71,False,4.92,Issues detected
DOC00750,USER8072,Bank Statement,2024-09-03,Rejected,12.87,False,1.16,Issues detected
DOC00751,USER4930,Passport,2024-08-31,Verified,80.86,False,4.57,Valid document
DOC00752,USER6080,Driver's License,2024-10-16,Manual Review,51.19,False,3.78,Issues detected
DOC00753,USER1665,Passport,2024-05-22,Verified,99.77,False,2.47,Valid document
DOC00754,USER9960,Bank Statement,2024-09-29,Rejected,16.27,False,4.66,Issues detected
DOC00755,USER3424,Passport,2024-05-01,Manual Review,55.57,True,1.22,Issues detected
DOC00756,USER2949,Utility Bill,2024-07-25,Verified,80.07,False,4.95,Valid document
DOC00757,USER5007,Bank Statement,2024-09-24,Rejected,29.35,True,4.58,Issues detected
DOC00758,USER2267,Passport,2024-04-19,Rejected,40.25,False,2.19,Issues detected
DOC00759,USER9266,Passport,2025-02-07,Verified,96.67,False,3.56,Valid document
DOC00760,USER1139,Driver's License,2024-06-30,Manual Review,55.11,True,3.59,Issues detected
DOC00761,USER4413,Bank Statement,2025-03-06,Rejected,14.26,False,2.31,Issues detected
DOC00762,USER7580,ID Card,2024-12-27,Manual Review,66.42,True,3.26,Issues detected
DOC00763,USER8617,ID Card,2024-05-18,Manual Review,55.34,True,4.39,Issues detected
DOC00764,USER8748,Passport,2024-04-04,Manual Review,65.98,True,3.38,Issues detected
DOC00765,USER7860,Driver's License,2024-09-04,Verified,85.19,False,3.01,Valid document
DOC00766,USER1202,Driver's License,2024-04-12,Rejected,26.3,True,4.2,Issues detected
DOC00767,USER7315,Utility Bill,2025-01-08,Rejected,27.59,True,3.14,Issues detected
DOC00768,USER6294,Driver's License,2024-11-04,Verified,82.85,False,4.88,Valid document
DOC00769,USER4133,Utility Bill,2024-04-12,Rejected,22.52,False,1.73,Issues detected
DOC00770,USER6340,Driver's License,2024-10-23,Verified,98.63,False,4.22,Valid document
DOC00771,USER5887,Utility Bill,2024-12-01,Manual Review,70.35,False,4.17,Issues detected
DOC00772,USER6404,Driver's License,2024-09-17,Verified,92.39,False,2.68,Valid document
DOC00773,USER2815,Driver's License,2024-12-08,Manual Review,71.27,True,3.5,Issues detected
DOC00774,USER8984,Bank Statement,2025-03-04,Rejected,35.02,True,4.13,Issues detected
DOC00775,USER4500,Utility Bill,2024-11-12,Rejected,47.94,False,2.96,Issues detected
DOC00776,USER8793,Passport,2024-07-25,Verified,98.34,False,2.05,Valid document
DOC00777,USER1652,Bank Statement,2024-12-30,Rejected,6.59,True,2.45,Issues detected
DOC00778,USER5994,Passport,2024-04-09,Verified,92.23,False,3.44,Valid document
DOC00779,USER1489,Bank Statement,2024-04-06,Rejected,43.02,True,1.4,Issues detected
DOC00780,USER5280,ID Card,2024-10-04,Manual Review,57.97,True,1.65,Issues detected
DOC00781,USER2064,ID Card,2025-03-06,Rejected,39.0,False,1.18,Issues detected
DOC00782,USER2264,ID Card,2024-08-25,Manual Review,55.33,True,2.46,Issues detected
DOC00783,USER9314,Utility Bill,2024-04-04,Verified,92.0,False,1.66,Valid document
DOC00784,USER5875,Bank Statement,2024-05-18,Rejected,23.62,False,4.91,Issues detected
DOC00785,USER3932,Bank Statement,2024-04-12,Rejected,49.05,False,2.98,Issues detected
DOC00786,USER1378,ID Card,2024-10-22,Rejected,23.62,False,2.21,Issues detected
DOC00787,USER8961,Passport,2024-04-15,Manual Review,54.02,True,2.32,Issues detected
DOC00788,USER8368,Bank Statement,2024-04-18,Verified,86.18,False,1.01,Valid document
DOC00789,USER2445,Passport,2024-07-19,Rejected,22.16,False,1.17,Issues detected
DOC00790,USER3544,Driver's License,2024-12-24,Verified,86.05,False,1.57,Valid document
DOC00791,USER7213,ID Card,2025-01-19,Manual Review,62.9,True,4.88,Issues detected
DOC00792,USER6954,Driver's License,2024-09-08,Rejected,21.86,False,3.3,Issues detected
DOC00793,USER7373,Driver's License,2024-06-20,Rejected,37.94,False,2.15,Issues detected
DOC00794,USER7558,Passport,2024-04-11,Rejected,7.79,False,2.91,Issues detected
DOC00795,USER7843,Passport,2024-12-01,Manual Review,73.18,False,0.52,Issues detected
DOC00796,USER9970,Driver's License,2024-07-13,Rejected,25.43,False,2.05,Issues detected
DOC00797,USER5339,Driver's License,2024-12-14,Manual Review,68.4,True,3.62,Issues detected
DOC00798,USER6564,Bank Statement,2024-11-07,Rejected,38.82,True,0.7,Issues detected
DOC00799,USER6936,Utility Bill,2024-06-26,Rejected,2.54,False,0.56,Issues detected
DOC00800,USER3390,Passport,2025-01-13,Verified,97.18,False,4.68,Valid document
DOC00801,USER5654,Driver's License,2024-10-16,Rejected,18.54,False,1.76,Issues detected
DOC00802,USER2663,Driver's License,2025-02-11,Verified,93.81,False,3.3,Valid document
DOC00803,USER7974,Passport,2024-06-17,Verified,99.1,False,1.58,Valid document
DOC00804,USER4068,ID Card,2024-09-13,Verified,88.65,False,2.47,Valid document
DOC00805,USER2670,ID Card,2024-12-27,Verified,86.26,False,2.93,Valid document
DOC00806,USER8468,Bank Statement,2024-04-04,Verified,80.99,False,2.07,Valid document
DOC00807,USER4084,Bank Statement,2025-02-16,Manual Review,67.46,True,4.54,Issues detected
DOC00808,USER9529,Bank Statement,2024-07-19,Verified,97.67,False,3.61,Valid document
DOC00809,USER9452,Passport,2024-04-12,Manual Review,73.65,False,0.64,Issues detected
DOC00810,USER8188,ID Card,2024-09-27,Manual Review,67.07,False,3.28,Issues detected
DOC00811,USER3649,Driver's License,2024-11-04,Verified,80.37,False,1.71,Valid document
DOC00812,USER5625,Bank Statement,2024-04-25,Manual Review,61.38,False,2.78,Issues detected
DOC00813,USER3068,ID Card,2024-07-05,Verified,99.15,False,1.06,Valid document
DOC00814,USER1359,Utility Bill,2024-05-17,Rejected,39.64,False,3.68,Issues detected
DOC00815,USER3503,Driver's License,2024-06-27,Manual Review,51.4,False,1.95,Issues detected
DOC00816,USER8037,Driver's License,2024-10-08,Verified,81.75,False,4.83,Valid document
DOC00817,USER6645,Passport,2024-05-28,Verified,84.6,False,0.77,Valid document
DOC00818,USER5268,Utility Bill,2024-09-28,Rejected,44.08,True,1.2,Issues detected
DOC00819,USER7327,Passport,2024-06-04,Rejected,43.37,False,0.57,Issues detected
DOC00820,USER5343,Bank Statement,2025-01-25,Verified,80.08,False,2.93,Valid document
DOC00821,USER6776,Utility Bill,2024-06-20,Verified,85.59,False,4.27,Valid document
DOC00822,USER3751,Passport,2024-04-07,Manual Review,54.6,True,4.36,Issues detected
DOC00823,USER3438,Bank Statement,2025-03-27,Manual Review,79.05,True,0.71,Issues detected
DOC00824,USER2013,ID Card,2024-04-08,Manual Review,50.2,False,3.76,Issues detected
DOC00825,USER3086,Driver's License,2024-11-20,Verified,83.15,False,1.5,Valid document
DOC00826,USER2769,Passport,2024-04-12,Manual Review,65.51,False,4.35,Issues detected
DOC00827,USER4090,Passport,2024-04-28,Rejected,36.77,True,3.77,Issues detected
DOC00828,USER9510,Utility Bill,2024-12-12,Rejected,18.35,True,2.62,Issues detected
DOC00829,USER5864,Utility Bill,2024-12-31,Manual Review,54.14,True,4.72,Issues detected
DOC00830,USER5691,Driver's License,2024-10-06,Rejected,6.67,False,4.66,Issues detected
DOC00831,USER9572,Passport,2024-12-27,Verified,85.71,False,2.02,Valid document
DOC00832,USER8856,Driver's License,2025-02-16,Verified,94.28,False,1.35,Valid document
DOC00833,USER2473,Utility Bill,2025-01-27,Verified,89.58,False,2.01,Valid document
DOC00834,USER3552,Bank Statement,2024-05-21,Verified,89.49,False,4.31,Valid document
DOC00835,USER6155,Driver's License,2024-07-08,Rejected,36.24,True,3.8,Issues detected
DOC00836,USER5462,Bank Statement,2025-02-22,Rejected,15.74,False,4.52,Issues detected
DOC00837,USER6208,Passport,2025-02-05,Manual Review,57.02,True,4.09,Issues detected
DOC00838,USER2027,ID Card,2024-12-24,Rejected,2.74,False,4.11,Issues detected
DOC00839,USER6766,Utility Bill,2024-08-17,Verified,80.98,False,3.85,Valid document
DOC00840,USER2351,Passport,2024-09-27,Verified,93.46,False,3.78,Valid document
DOC00841,USER4292,Bank Statement,2025-01-19,Verified,90.8,False,4.69,Valid document
DOC00842,USER8854,Passport,2024-05-27,Rejected,27.5,False,4.66,Issues detected
DOC00843,USER7825,Bank Statement,2025-02-05,Manual Review,56.85,False,4.19,Issues detected
DOC00844,USER3704,Bank Statement,2025-03-22,Manual Review,76.52,True,1.71,Issues detected
DOC00845,USER3856,Utility Bill,2024-07-07,Rejected,13.71,True,2.43,Issues detected
DOC00846,USER8566,Driver's License,2024-11-13,Rejected,4.09,True,2.6,Issues detected
DOC00847,USER4832,Driver's License,2024-12-06,Rejected,23.39,False,1.31,Issues detected
DOC00848,USER9284,Bank Statement,2025-02-05,Rejected,22.65,False,4.23,Issues detected
DOC00849,USER1083,ID Card,2024-07-06,Rejected,7.03,False,1.62,Issues detected
DOC00850,USER4045,Driver's License,2024-04-06,Rejected,7.94,False,1.32,Issues detected
DOC00851,USER9629,Bank Statement,2024-11-03,Verified,83.64,False,2.24,Valid document
DOC00852,USER2379,Utility Bill,2024-04-23,Rejected,40.74,True,4.62,Issues detected
DOC00853,USER7654,ID Card,2024-08-28,Rejected,7.71,True,3.57,Issues detected
DOC00854,USER1304,Passport,2024-11-06,Manual Review,65.29,True,2.52,Issues detected
DOC00855,USER5668,Driver's License,2025-01-18,Verified,85.71,False,4.89,Valid document
DOC00856,USER4599,Bank Statement,2025-01-09,Rejected,32.14,True,3.25,Issues detected
DOC00857,USER7163,ID Card,2024-07-01,Manual Review,56.66,False,2.92,Issues detected
DOC00858,USER2761,Bank Statement,2025-03-27,Verified,98.02,False,4.2,Valid document
DOC00859,USER7684,ID Card,2024-10-01,Rejected,44.0,True,2.03,Issues detected
DOC00860,USER7449,ID Card,2024-05-06,Verified,92.49,False,2.2,Valid document
DOC00861,USER3304,ID Card,2024-08-16,Rejected,18.73,False,1.22,Issues detected
DOC00862,USER6678,Passport,2024-09-15,Verified,84.2,False,1.7,Valid document
DOC00863,USER5821,Bank Statement,2024-07-30,Rejected,7.93,True,4.76,Issues detected
DOC00864,USER9321,Utility Bill,2024-09-26,Verified,80.76,False,4.9,Valid document
DOC00865,USER6038,Utility Bill,2024-12-18,Manual Review,60.02,True,3.72,Issues detected
DOC00866,USER1325,Driver's License,2024-12-27,Rejected,28.52,True,3.42,Issues detected
DOC00867,USER3709,Passport,2024-10-29,Verified,88.67,False,4.11,Valid document
DOC00868,USER2464,Bank Statement,2024-10-07,Manual Review,68.72,False,4.58,Issues detected
DOC00869,USER7235,ID Card,2024-05-27,Verified,85.46,False,1.82,Valid document
DOC00870,USER6603,Passport,2024-12-31,Manual Review,77.03,False,0.97,Issues detected
DOC00871,USER4434,Utility Bill,2025-03-26,Manual Review,69.26,True,2.45,Issues detected
DOC00872,USER7412,Driver's License,2024-05-29,Manual Review,59.25,False,2.19,Issues detected
DOC00873,USER3144,Passport,2025-02-15,Rejected,34.58,False,4.29,Issues detected
DOC00874,USER5096,Bank Statement,2024-10-20,Manual Review,57.46,True,4.02,Issues detected
DOC00875,USER3411,Passport,2024-05-11,Manual Review,60.0,False,1.98,Issues detected
DOC00876,USER6674,Passport,2025-03-06,Manual Review,64.79,False,3.51,Issues detected
DOC00877,USER1710,Utility Bill,2024-05-11,Verified,99.96,False,3.79,Valid document
DOC00878,USER4891,Passport,2024-08-12,Verified,99.91,False,4.78,Valid document
DOC00879,USER9594,Passport,2024-11-17,Verified,89.98,False,1.37,Valid document
DOC00880,USER1665,Bank Statement,2024-09-19,Manual Review,50.48,True,3.05,Issues detected
DOC00881,USER3584,Driver's License,2024-08-01,Verified,98.39,False,0.7,Valid document
DOC00882,USER3631,Utility Bill,2024-05-21,Rejected,23.84,False,1.32,Issues detected
DOC00883,USER6106,Utility Bill,2024-07-28,Rejected,17.77,False,2.48,Issues detected
DOC00884,USER4377,Driver's License,2024-10-17,Manual Review,62.89,False,1.27,Issues detected
DOC00885,USER2621,Passport,2024-12-04,Verified,97.6,False,3.71,Valid document
DOC00886,USER2838,Utility Bill,2024-10-28,Verified,97.56,False,1.61,Valid document
DOC00887,USER7817,Driver's License,2024-10-27,Verified,98.63,False,4.96,Valid document
DOC00888,USER5574,Utility Bill,2024-06-03,Verified,90.68,False,4.01,Valid document
DOC00889,USER7688,Utility Bill,2024-11-15,Verified,90.99,False,1.35,Valid document
DOC00890,USER2462,ID Card,2024-07-01,Manual Review,76.87,True,3.25,Issues detected
DOC00891,USER8486,Driver's License,2024-12-18,Manual Review,79.17,False,4.2,Issues detected
DOC00892,USER7142,Passport,2024-05-07,Verified,92.28,False,4.81,Valid document
DOC00893,USER9314,ID Card,2024-11-23,Verified,87.56,False,2.15,Valid document
DOC00894,USER2451,ID Card,2024-09-05,Verified,82.29,False,2.83,Valid document
DOC00895,USER6477,ID Card,2024-06-03,Verified,86.91,False,3.33,Valid document
DOC00896,USER5853,Driver's License,2024-06-15,Rejected,44.9,False,1.48,Issues detected
DOC00897,USER7912,Driver's License,2024-06-03,Verified,98.55,False,4.0,Valid document
DOC00898,USER4921,Passport,2024-06-09,Verified,94.32,False,2.83,Valid document
DOC00899,USER1432,Driver's License,2024-12-14,Manual Review,56.26,True,2.2,Issues detected
DOC00900,USER4973,Driver's License,2024-08-25,Verified,92.81,False,1.97,Valid document
DOC00901,USER8385,Bank Statement,2025-01-01,Rejected,19.62,True,1.71,Issues detected
DOC00902,USER8920,Passport,2025-02-11,Rejected,25.19,False,2.63,Issues detected
DOC00903,USER5141,Passport,2025-01-07,Verified,95.53,False,1.62,Valid document
DOC00904,USER5427,Bank Statement,2025-02-25,Manual Review,73.65,False,0.92,Issues detected
DOC00905,USER1139,Driver's License,2024-04-13,Rejected,35.53,True,1.23,Issues detected
DOC00906,USER4060,Driver's License,2024-05-25,Manual Review,51.88,False,3.54,Issues detected
DOC00907,USER1561,Utility Bill,2025-01-25,Verified,81.11,False,0.94,Valid document
DOC00908,USER9792,ID Card,2024-05-02,Manual Review,54.07,True,4.28,Issues detected
DOC00909,USER3752,Bank Statement,2024-06-06,Manual Review,68.6,False,4.95,Issues detected
DOC00910,USER8329,Passport,2024-12-20,Verified,88.03,False,0.9,Valid document
DOC00911,USER9107,ID Card,2025-03-08,Verified,96.06,False,2.12,Valid document
DOC00912,USER3588,Bank Statement,2024-10-22,Verified,83.52,False,3.38,Valid document
DOC00913,USER9093,ID Card,2024-08-27,Rejected,45.11,True,3.27,Issues detected
DOC00914,USER5830,Driver's License,2024-06-13,Manual Review,50.18,True,2.01,Issues detected
DOC00915,USER2063,ID Card,2024-06-27,Manual Review,60.76,False,2.66,Issues detected
DOC00916,USER5959,Passport,2024-12-22,Verified,97.58,False,3.87,Valid document
DOC00917,USER8811,Utility Bill,2024-07-15,Rejected,41.71,True,3.12,Issues detected
DOC00918,USER3187,Passport,2024-04-10,Rejected,9.75,True,1.64,Issues detected
DOC00919,USER5564,Driver's License,2024-12-01,Verified,99.76,False,4.77,Valid document
DOC00920,USER8689,Driver's License,2024-04-19,Manual Review,79.26,False,4.11,Issues detected
DOC00921,USER5206,Driver's License,2024-04-03,Rejected,49.25,False,3.24,Issues detected
DOC00922,USER2076,ID Card,2024-09-21,Rejected,15.23,False,3.14,Issues detected
DOC00923,USER3362,Driver's License,2024-04-30,Verified,86.27,False,2.2,Valid document
DOC00924,USER6804,Driver's License,2024-11-06,Rejected,34.16,False,0.57,Issues detected
DOC00925,USER1282,Bank Statement,2025-01-25,Rejected,34.66,False,1.23,Issues detected
DOC00926,USER8322,Bank Statement,2024-04-16,Verified,96.84,False,1.98,Valid document
DOC00927,USER7797,Driver's License,2025-03-02,Rejected,43.57,True,2.77,Issues detected
DOC00928,USER8431,ID Card,2024-07-02,Rejected,42.98,True,2.86,Issues detected
DOC00929,USER7785,Utility Bill,2024-05-25,Rejected,35.36,True,1.74,Issues detected
DOC00930,USER4310,Driver's License,2025-02-15,Rejected,46.64,True,2.77,Issues detected
DOC00931,USER1719,Passport,2025-02-03,Verified,88.49,False,1.21,Valid document
DOC00932,USER5171,Bank Statement,2024-06-12,Verified,92.8,False,1.8,Valid document
DOC00933,USER3523,ID Card,2025-02-17,Verified,84.94,False,3.64,Valid document
DOC00934,USER7078,ID Card,2024-12-12,Verified,86.82,False,4.32,Valid document
DOC00935,USER3340,ID Card,2024-04-24,Manual Review,63.09,False,4.99,Issues detected
DOC00936,USER3861,Utility Bill,2025-04-02,Rejected,9.78,True,1.13,Issues detected
DOC00937,USER2188,Utility Bill,2025-03-17,Rejected,45.8,True,3.4,Issues detected
DOC00938,USER9260,Utility Bill,2024-10-23,Verified,92.01,False,4.86,Valid document
DOC00939,USER5952,Utility Bill,2024-07-24,Manual Review,64.76,True,1.62,Issues detected
DOC00940,USER7987,Passport,2024-05-04,Manual Review,51.95,False,4.14,Issues detected
DOC00941,USER5556,Utility Bill,2024-06-07,Manual Review,73.66,False,2.88,Issues detected
